query,geneid,isoformnum,ref,%id,alignlen,mismatch,gapopens,qstart,qend,refstart,refend,evalue,seqlen
c22190_g2_i33,c22190_g2_i33,c22190_g2,33,navi_HOG5747,89.82,491,50,0,1,491,5566,6056,0.0,630
c22190_g7_i1,c22190_g7_i1,c22190_g7,1,navi_HOG5826,79.90,1000,175,20,649,1638,1,984,0.0,710
c22190_g7_i2,c22190_g7_i2,c22190_g7,2,navi_HOG5826,79.90,1000,175,20,510,1499,1,984,0.0,710
c22193_g1_i2,c22193_g1_i2,c22193_g1,2,navi_HOG4939,81.25,2389,441,7,1575,3958,2394,8,0.0,1923
c22194_g1_i1,c22194_g1_i1,c22194_g1,1,navi_HOG3497,78.52,3157,662,12,249,3391,6188,3034,0.0,2060
c22194_g1_i2,c22194_g1_i2,c22194_g1,2,navi_HOG3497,79.17,1560,323,2,249,1807,6188,4630,0.0,1079
c22194_g1_i3,c22194_g1_i3,c22194_g1,3,navi_HOG3497,78.52,3157,662,12,249,3391,6188,3034,0.0,2060
c22194_g1_i4,c22194_g1_i4,c22194_g1,4,navi_HOG3497,78.10,2877,614,12,610,3472,5908,3034,0.0,1808
c22195_g9_i1,c22195_g9_i1,c22195_g9,1,navi_HOG7258,77.70,1408,259,39,230,1602,10,1397,0.0,809
c22195_g9_i1,c22195_g9_i1,c22195_g9,1,navi_HOG7258,86.24,436,58,2,2660,3094,2391,2825,2e-132,472
c22195_g9_i2,c22195_g9_i2,c22195_g9,2,navi_HOG7258,77.70,1408,259,39,167,1539,10,1397,0.0,809
c22195_g9_i2,c22195_g9_i2,c22195_g9,2,navi_HOG7258,84.54,582,86,4,2596,3175,2391,2970,5e-163,573
c22196_g5_i1,c22196_g5_i1,c22196_g5,1,navi_HOG6322,84.15,265,36,5,162,426,35,293,3e-67,252
c22196_g5_i3,c22196_g5_i3,c22196_g5,3,navi_HOG6322,79.15,849,124,22,886,1706,1,824,2e-152,538
c22197_g6_i1,c22197_g6_i1,c22197_g6,1,navi_HOG4527,79.39,1174,225,15,500,1663,1371,205,0.0,811
c22197_g6_i4,c22197_g6_i4,c22197_g6,4,navi_HOG4527,84.31,752,114,4,49,798,954,205,0.0,732
c22197_g6_i5,c22197_g6_i5,c22197_g6,5,navi_HOG4527,79.39,1174,225,15,500,1663,1371,205,0.0,811
c22197_g6_i6,c22197_g6_i6,c22197_g6,6,navi_HOG4527,79.39,1174,225,15,500,1663,1371,205,0.0,811
c22197_g6_i7,c22197_g6_i7,c22197_g6,7,navi_HOG4527,79.39,1174,225,15,500,1663,1371,205,0.0,811
c22207_g1_i1,c22207_g1_i1,c22207_g1,1,navi_HOG6142,81.62,1785,326,2,530,2313,1784,1,0.0,1478
c22207_g1_i2,c22207_g1_i2,c22207_g1,2,navi_HOG6142,81.62,1785,326,2,530,2313,1784,1,0.0,1478
c22208_g6_i1,c22208_g6_i1,c22208_g6,1,navi_HOG5650,83.19,1023,167,4,426,1444,1022,1,0.0,931
c22208_g6_i4,c22208_g6_i4,c22208_g6,4,navi_HOG5650,83.45,1039,167,4,507,1541,1038,1,0.0,961
c22209_g8_i1,c22209_g8_i1,c22209_g8,1,navi_HOG5910,85.40,644,94,0,662,1305,1,644,0.0,669
c22209_g8_i2,c22209_g8_i2,c22209_g8,2,navi_HOG5910,85.40,644,94,0,428,1071,1,644,0.0,669
c22209_g8_i5,c22209_g8_i5,c22209_g8,5,navi_HOG5910,85.40,644,94,0,207,850,1,644,0.0,669
c22212_g1_i1,c22212_g1_i1,c22212_g1,1,navi_HOG6024,79.30,401,72,11,137,532,1789,1395,1e-72,270
c22212_g1_i3,c22212_g1_i3,c22212_g1,3,navi_HOG6024,84.48,554,84,2,1,553,1198,646,5e-155,545
c22212_g1_i6,c22212_g1_i6,c22212_g1,6,navi_HOG6024,79.30,401,72,11,472,867,1789,1395,2e-72,270
c22212_g1_i7,c22212_g1_i7,c22212_g1,7,navi_HOG6024,79.30,401,72,11,383,778,1789,1395,2e-72,270
c22212_g1_i10,c22212_g1_i10,c22212_g1,10,navi_HOG6024,84.66,665,100,2,1,664,1198,535,0.0,662
c22212_g1_i11,c22212_g1_i11,c22212_g1,11,navi_HOG6024,80.07,813,149,13,472,1278,1789,984,6e-169,592
c22212_g1_i12,c22212_g1_i12,c22212_g1,12,navi_HOG6024,84.46,489,74,2,1,488,1198,711,5e-136,481
c22212_g1_i15,c22212_g1_i15,c22212_g1,15,navi_HOG6024,79.15,590,110,13,472,1055,1789,1207,8e-110,396
c22212_g1_i15,c22212_g1_i15,c22212_g1,15,navi_HOG6024,85.34,341,48,2,1064,1403,985,646,2e-96,351
c22217_g4_i1,c22217_g4_i1,c22217_g4,1,navi_HOG3198,79.02,672,128,6,1599,2260,837,169,3e-125,448
c22220_g1_i2,c22220_g1_i2,c22220_g1,2,navi_HOG4384,81.68,819,142,6,3110,3924,368,1182,0.0,675
c22220_g1_i3,c22220_g1_i3,c22220_g1,3,navi_HOG4384,81.68,819,142,6,3110,3924,368,1182,0.0,675
c22220_g1_i4,c22220_g1_i4,c22220_g1,4,navi_HOG4384,81.68,819,142,6,3270,4084,368,1182,0.0,675
c22220_g1_i5,c22220_g1_i5,c22220_g1,5,navi_HOG4384,81.68,819,142,6,622,1436,368,1182,0.0,675
c22220_g1_i6,c22220_g1_i6,c22220_g1,6,navi_HOG4384,81.68,819,142,6,3110,3924,368,1182,0.0,675
c22224_g1_i1,c22224_g1_i1,c22224_g1,1,navi_HOG5090,92.86,84,6,0,2747,2830,157,74,2e-27,122
c22224_g1_i2,c22224_g1_i2,c22224_g1,2,navi_HOG5090,93.90,82,5,0,2820,2901,158,77,6e-28,124
c22224_g1_i3,c22224_g1_i3,c22224_g1,3,navi_HOG5090,92.86,84,6,0,421,504,157,74,5e-28,122
c22228_g15_i1,c22228_g15_i1,c22228_g15,1,navi_HOG4240,76.87,3294,698,44,1862,5123,627,3888,0.0,1803
c22228_g15_i2,c22228_g15_i2,c22228_g15,2,navi_HOG4240,76.87,3294,698,44,1598,4859,627,3888,0.0,1803
c22228_g15_i4,c22228_g15_i4,c22228_g15,4,navi_HOG4240,76.87,3294,698,44,1434,4695,627,3888,0.0,1803
c22228_g15_i6,c22228_g15_i6,c22228_g15,6,navi_HOG4240,76.87,3294,698,44,1994,5255,627,3888,0.0,1803
c22229_g6_i1,c22229_g6_i1,c22229_g6,1,navi_HOG5781,79.33,3251,660,10,348,3592,1,3245,0.0,2270
c22231_g2_i1,c22231_g2_i1,c22231_g2,1,navi_HOG6706,78.11,530,98,13,108,635,429,942,4e-87,320
c22231_g2_i3,c22231_g2_i3,c22231_g2,3,navi_HOG6706,84.82,112,16,1,108,218,429,540,3e-24,111
c22231_g3_i1,c22231_g3_i1,c22231_g3,1,navi_HOG6706,84.82,112,16,1,108,218,429,540,1e-24,111
c22239_g2_i3,c22239_g2_i3,c22239_g2,3,navi_HOG5359,81.86,1097,188,8,32,1124,1455,366,0.0,913
c22239_g2_i4,c22239_g2_i4,c22239_g2,4,navi_HOG5359,82.96,663,106,6,582,1242,1023,366,5e-169,592
c22239_g2_i6,c22239_g2_i6,c22239_g2,6,navi_HOG5359,80.77,1342,243,12,1043,2378,1698,366,0.0,1035
c22239_g2_i6,c22239_g2_i6,c22239_g2,6,navi_HOG5359,81.48,772,119,13,259,1006,2467,1696,8e-175,612
c22239_g2_i8,c22239_g2_i8,c22239_g2,8,navi_HOG5359,80.92,1478,267,12,1013,2484,1698,230,0.0,1153
c22239_g2_i8,c22239_g2_i8,c22239_g2,8,navi_HOG5359,82.33,843,125,13,158,976,2538,1696,0.0,710
c22239_g2_i9,c22239_g2_i9,c22239_g2,9,navi_HOG5359,80.95,1643,294,16,1013,2647,1698,67,0.0,1282
c22239_g2_i9,c22239_g2_i9,c22239_g2,9,navi_HOG5359,82.33,843,125,13,158,976,2538,1696,0.0,710
c22239_g2_i10,c22239_g2_i10,c22239_g2,10,navi_HOG5359,80.77,1342,243,12,1013,2348,1698,366,0.0,1035
c22239_g2_i10,c22239_g2_i10,c22239_g2,10,navi_HOG5359,82.33,843,125,13,158,976,2538,1696,0.0,710
c22239_g2_i11,c22239_g2_i11,c22239_g2,11,navi_HOG5359,82.33,843,125,13,158,976,2538,1696,0.0,710
c22239_g2_i12,c22239_g2_i12,c22239_g2,12,navi_HOG5359,82.33,843,125,13,158,976,2538,1696,0.0,710
c22239_g2_i12,c22239_g2_i12,c22239_g2,12,navi_HOG5359,82.62,800,132,6,1258,2055,1160,366,0.0,701
c22241_g1_i2,c22241_g1_i2,c22241_g1,2,navi_HOG3690,81.78,933,166,4,2,932,1130,200,0.0,778
c22241_g1_i6,c22241_g1_i6,c22241_g1,6,navi_HOG3690,81.78,933,166,4,2,932,1130,200,0.0,778
c22241_g1_i7,c22241_g1_i7,c22241_g1,7,navi_HOG3690,81.78,933,166,4,2,932,1130,200,0.0,778
c22241_g1_i8,c22241_g1_i8,c22241_g1,8,navi_HOG3690,81.78,933,166,4,2,932,1130,200,0.0,778
c22241_g1_i10,c22241_g1_i10,c22241_g1,10,navi_HOG3690,81.13,1293,231,11,1385,2669,1487,200,0.0,1024
c22243_g3_i1,c22243_g3_i1,c22243_g3,1,navi_HOG4513,83.84,1275,201,5,1565,2835,439,1712,0.0,1208
c22243_g3_i1,c22243_g3_i1,c22243_g3,1,navi_HOG4513,81.65,861,158,0,3239,4099,1969,2829,0.0,715
c22243_g3_i1,c22243_g3_i1,c22243_g3,1,navi_HOG4513,87.08,356,46,0,1202,1557,1,356,1e-111,403
c22243_g3_i1,c22243_g3_i1,c22243_g3,1,navi_HOG4513,87.31,134,17,0,4137,4270,2837,2970,1e-36,154
c22243_g3_i3,c22243_g3_i3,c22243_g3,3,navi_HOG4513,83.84,1275,201,5,1565,2835,439,1712,0.0,1208
c22243_g3_i3,c22243_g3_i3,c22243_g3,3,navi_HOG4513,82.24,1002,178,0,3239,4240,1969,2970,0.0,865
c22243_g3_i3,c22243_g3_i3,c22243_g3,3,navi_HOG4513,87.08,356,46,0,1202,1557,1,356,1e-111,403
c22243_g3_i4,c22243_g3_i4,c22243_g3,4,navi_HOG4513,83.84,1275,201,5,1565,2835,439,1712,0.0,1208
c22243_g3_i4,c22243_g3_i4,c22243_g3,4,navi_HOG4513,82.24,1002,178,0,3407,4408,1969,2970,0.0,865
c22243_g3_i4,c22243_g3_i4,c22243_g3,4,navi_HOG4513,87.08,356,46,0,1202,1557,1,356,1e-111,403
c22243_g14_i1,c22243_g14_i1,c22243_g14,1,navi_HOG6031,81.19,707,129,4,4860,5564,705,1,1e-160,566
c22243_g14_i3,c22243_g14_i3,c22243_g14,3,navi_HOG6031,81.19,707,129,4,741,1445,705,1,4e-161,566
c22243_g14_i4,c22243_g14_i4,c22243_g14,4,navi_HOG6031,81.19,707,129,4,741,1445,705,1,4e-161,566
c22246_g1_i2,c22246_g1_i2,c22246_g1,2,navi_HOG3500,77.59,1053,207,23,2180,3213,1043,1,4e-174,610
c22246_g1_i3,c22246_g1_i3,c22246_g1,3,navi_HOG3500,77.58,1191,238,23,1973,3144,1181,1,0.0,693
c22246_g1_i4,c22246_g1_i4,c22246_g1,4,navi_HOG3500,77.59,1053,207,23,2156,3189,1043,1,4e-174,610
c22246_g1_i5,c22246_g1_i5,c22246_g1,5,navi_HOG3500,77.59,1053,207,23,2180,3213,1043,1,4e-174,610
c22254_g1_i1,c22254_g1_i1,c22254_g1,1,navi_HOG4084,82.52,1396,236,8,837,2228,1425,34,0.0,1219
c22254_g1_i8,c22254_g1_i8,c22254_g1,8,navi_HOG4084,85.03,481,70,2,53,532,513,34,9e-138,488
c22254_g1_i9,c22254_g1_i9,c22254_g1,9,navi_HOG4084,85.03,481,70,2,53,532,513,34,2e-137,488
c22254_g1_i10,c22254_g1_i10,c22254_g1,10,navi_HOG4084,85.03,481,70,2,53,532,513,34,7e-138,488
c22258_g1_i1,c22258_g1_i1,c22258_g1,1,navi_HOG5355,84.46,341,53,0,1282,1622,1,341,1e-91,337
c22258_g1_i2,c22258_g1_i2,c22258_g1,2,navi_HOG5355,84.46,341,53,0,1040,1380,1,341,1e-91,337
c22258_g1_i3,c22258_g1_i3,c22258_g1,3,navi_HOG5355,84.46,341,53,0,1166,1506,1,341,1e-91,337
c22258_g1_i4,c22258_g1_i4,c22258_g1,4,navi_HOG5355,84.46,341,53,0,1511,1851,1,341,1e-91,337
c22258_g1_i5,c22258_g1_i5,c22258_g1,5,navi_HOG5355,84.46,341,53,0,1282,1622,1,341,1e-91,337
c22258_g1_i7,c22258_g1_i7,c22258_g1,7,navi_HOG5355,84.46,341,53,0,1282,1622,1,341,1e-91,337
c22260_g1_i1,c22260_g1_i1,c22260_g1,1,navi_HOG6085,80.36,606,119,0,3725,4330,897,1502,7e-129,460
c22260_g1_i1,c22260_g1_i1,c22260_g1,1,navi_HOG6085,83.33,102,16,1,5607,5708,2659,2759,3e-18,93.5
c22261_g1_i1,c22261_g1_i1,c22261_g1,1,navi_HOG5696,84.95,598,90,0,1520,2117,1,598,5e-173,606
c22261_g1_i1,c22261_g1_i1,c22261_g1,1,navi_HOG5696,83.43,531,80,7,2234,2760,718,1244,6e-137,486
c22261_g1_i2,c22261_g1_i2,c22261_g1,2,navi_HOG5696,84.95,598,90,0,2184,2781,1,598,6e-173,606
c22261_g1_i2,c22261_g1_i2,c22261_g1,2,navi_HOG5696,83.43,531,80,7,2898,3424,718,1244,8e-137,486
c22261_g1_i3,c22261_g1_i3,c22261_g1,3,navi_HOG5696,81.40,1258,206,22,2707,3950,1,1244,0.0,1002
c22261_g1_i4,c22261_g1_i4,c22261_g1,4,navi_HOG5696,80.33,920,159,17,2707,3615,1,909,0.0,676
c22261_g1_i4,c22261_g1_i4,c22261_g1,4,navi_HOG5696,80.83,193,29,7,3619,3807,1039,1227,5e-34,145
c22261_g1_i5,c22261_g1_i5,c22261_g1,5,navi_HOG5696,84.95,598,90,0,2311,2908,1,598,6e-173,606
c22261_g1_i5,c22261_g1_i5,c22261_g1,5,navi_HOG5696,83.43,531,80,7,3025,3551,718,1244,8e-137,486
c22261_g1_i6,c22261_g1_i6,c22261_g1,6,navi_HOG5696,84.95,598,90,0,2708,3305,1,598,6e-173,606
c22261_g1_i6,c22261_g1_i6,c22261_g1,6,navi_HOG5696,83.43,531,80,7,3422,3948,718,1244,9e-137,486
c22261_g1_i7,c22261_g1_i7,c22261_g1,7,navi_HOG5696,84.95,598,90,0,2944,3541,1,598,7e-173,606
c22261_g1_i7,c22261_g1_i7,c22261_g1,7,navi_HOG5696,83.43,531,80,7,3658,4184,718,1244,9e-137,486
c22261_g1_i8,c22261_g1_i8,c22261_g1,8,navi_HOG5696,84.95,598,90,0,2707,3304,1,598,6e-173,606
c22261_g1_i8,c22261_g1_i8,c22261_g1,8,navi_HOG5696,83.94,498,72,7,3322,3815,751,1244,9e-132,470
c22262_g1_i4,c22262_g1_i4,c22262_g1,4,navi_HOG5493,74.19,492,121,4,1286,1774,1484,996,6e-51,200
c22262_g1_i5,c22262_g1_i5,c22262_g1,5,navi_HOG5493,74.19,492,121,4,1521,2009,1484,996,8e-51,200
c22262_g1_i7,c22262_g1_i7,c22262_g1,7,navi_HOG5493,73.59,496,121,5,1456,1948,1484,996,3e-45,182
c22268_g1_i1,c22268_g1_i1,c22268_g1,1,navi_HOG3793,78.63,1727,348,17,560,2277,1,1715,0.0,1125
c22268_g1_i2,c22268_g1_i2,c22268_g1,2,navi_HOG3793,81.79,939,162,8,560,1495,1,933,0.0,778
c22268_g1_i3,c22268_g1_i3,c22268_g1,3,navi_HOG3793,88.89,135,15,0,215,349,799,933,3e-41,167
c22268_g1_i4,c22268_g1_i4,c22268_g1,4,navi_HOG3793,78.28,1469,307,9,358,1820,253,1715,0.0,935
c22268_g1_i5,c22268_g1_i5,c22268_g1,5,navi_HOG3793,78.28,1469,307,9,411,1873,253,1715,0.0,935
c22272_g10_i2,c22272_g10_i2,c22272_g10,2,navi_HOG5028,75.73,3032,704,31,202,3217,96,3111,0.0,1493
c22272_g10_i3,c22272_g10_i3,c22272_g10,3,navi_HOG5028,75.73,3032,704,31,1458,4473,96,3111,0.0,1493
c22272_g10_i4,c22272_g10_i4,c22272_g10,4,navi_HOG5028,75.73,3032,704,31,1527,4542,96,3111,0.0,1493
c22272_g10_i5,c22272_g10_i5,c22272_g10,5,navi_HOG5028,75.73,3032,704,31,1513,4528,96,3111,0.0,1493
c22272_g10_i6,c22272_g10_i6,c22272_g10,6,navi_HOG5028,75.73,3032,704,31,1561,4576,96,3111,0.0,1493
c22272_g10_i7,c22272_g10_i7,c22272_g10,7,navi_HOG5028,75.73,3032,704,31,1445,4460,96,3111,0.0,1493
c22277_g1_i1,c22277_g1_i1,c22277_g1,1,navi_HOG5805,77.24,1318,285,15,2474,3784,1310,1,0.0,758
c22282_g1_i1,c22282_g1_i1,c22282_g1,1,navi_HOG7062,79.57,1243,223,15,1091,2332,3561,2349,0.0,859
c22282_g1_i1,c22282_g1_i1,c22282_g1,1,navi_HOG7062,77.56,1359,300,5,2626,3982,2115,760,0.0,815
c22282_g1_i2,c22282_g1_i2,c22282_g1,2,navi_HOG7062,78.97,1179,218,16,1091,2267,3561,2411,0.0,776
c22282_g1_i4,c22282_g1_i4,c22282_g1,4,navi_HOG7062,79.69,1241,223,15,1091,2330,3561,2349,0.0,869
c22282_g1_i4,c22282_g1_i4,c22282_g1,4,navi_HOG7062,76.54,1377,300,6,2624,3998,2115,760,0.0,732
c22282_g1_i6,c22282_g1_i6,c22282_g1,6,navi_HOG7062,79.69,1241,223,15,1091,2330,3561,2349,0.0,869
c22282_g1_i6,c22282_g1_i6,c22282_g1,6,navi_HOG7062,77.69,1367,300,5,2523,3887,2123,760,0.0,830
c22282_g1_i7,c22282_g1_i7,c22282_g1,7,navi_HOG7062,79.69,1241,223,15,1091,2330,3561,2349,0.0,869
c22282_g1_i7,c22282_g1_i7,c22282_g1,7,navi_HOG7062,77.56,1359,300,5,2624,3980,2115,760,0.0,815
c22284_g4_i1,c22284_g4_i1,c22284_g4,1,navi_HOG3156,82.65,2086,326,22,526,2584,72,2148,0.0,1814
c22284_g4_i2,c22284_g4_i2,c22284_g4,2,navi_HOG3156,84.03,1359,211,3,526,1884,72,1424,0.0,1303
c22284_g4_i3,c22284_g4_i3,c22284_g4,3,navi_HOG3156,83.72,1898,293,8,526,2415,72,1961,0.0,1779
c22284_g4_i4,c22284_g4_i4,c22284_g4,4,navi_HOG3156,84.03,1359,211,3,526,1884,72,1424,0.0,1303
c22284_g4_i4,c22284_g4_i4,c22284_g4,4,navi_HOG3156,79.69,655,103,19,1886,2513,1497,2148,1e-124,446
c22284_g4_i5,c22284_g4_i5,c22284_g4,5,navi_HOG3156,80.17,726,114,19,591,1289,1426,2148,8e-146,516
c22284_g4_i6,c22284_g4_i6,c22284_g4,6,navi_HOG3156,82.64,2085,326,22,367,2424,73,2148,0.0,1812
c22288_g5_i1,c22288_g5_i1,c22288_g5,1,navi_HOG6456,82.80,2064,349,5,682,2742,1,2061,0.0,1840
c22288_g5_i2,c22288_g5_i2,c22288_g5,2,navi_HOG6456,88.68,159,18,0,86,244,1724,1882,1e-49,195
c22288_g5_i3,c22288_g5_i3,c22288_g5,3,navi_HOG6456,82.80,2064,349,5,293,2353,1,2061,0.0,1840
c22289_g7_i1,c22289_g7_i1,c22289_g7,1,navi_HOG3278,82.79,459,67,9,1282,1731,7,462,7e-111,399
c22289_g7_i2,c22289_g7_i2,c22289_g7,2,navi_HOG3278,82.79,459,67,9,1282,1731,7,462,8e-111,399
c22290_g12_i1,c22290_g12_i1,c22290_g12,1,navi_HOG5100,80.65,93,18,0,583,675,1638,1546,1e-12,73.1
c22291_g4_i1,c22291_g4_i1,c22291_g4,1,navi_HOG3102,74.08,1786,405,39,305,2058,43,1802,0.0,680
c22292_g1_i4,c22292_g1_i4,c22292_g1,4,navi_HOG3242,79.89,2964,568,26,78,3027,3098,149,0.0,2146
c22295_g3_i1,c22295_g3_i1,c22295_g3,1,navi_HOG3711,80.80,646,120,4,179,822,1187,544,7e-142,503
c22301_g5_i1,c22301_g5_i1,c22301_g5,1,navi_HOG4765,83.87,1984,258,30,1029,2972,10,1971,0.0,1834
c22301_g5_i2,c22301_g5_i2,c22301_g5,2,navi_HOG4765,85.40,993,142,2,2073,3062,979,1971,0.0,1027
c22301_g5_i2,c22301_g5_i2,c22301_g5,2,navi_HOG4765,84.32,995,118,18,1029,2007,10,982,0.0,939
c22301_g5_i3,c22301_g5_i3,c22301_g5,3,navi_HOG4765,85.40,993,142,2,930,1919,979,1971,0.0,1027
c22301_g5_i3,c22301_g5_i3,c22301_g5,3,navi_HOG4765,80.29,700,98,20,183,864,305,982,9e-139,492
c22301_g5_i4,c22301_g5_i4,c22301_g5,4,navi_HOG4765,85.40,993,142,2,991,1980,979,1971,0.0,1027
c22301_g5_i4,c22301_g5_i4,c22301_g5,4,navi_HOG4765,80.29,695,99,18,247,925,310,982,3e-138,490
c22301_g5_i5,c22301_g5_i5,c22301_g5,5,navi_HOG4765,84.83,1984,260,23,1029,2993,10,1971,0.0,1958
c22311_g3_i1,c22311_g3_i1,c22311_g3,1,navi_HOG3329,78.53,1099,229,7,145,1238,32,1128,0.0,715
c22314_g2_i1,c22314_g2_i1,c22314_g2,1,navi_HOG2953,98.70,77,1,0,440,516,745,669,3e-32,137
c22314_g2_i2,c22314_g2_i2,c22314_g2,2,navi_HOG2953,82.01,289,52,0,440,728,745,457,3e-65,246
c22316_g4_i2,c22316_g4_i2,c22316_g4,2,navi_HOG3668,80.74,1210,232,1,1943,3151,1210,1,0.0,942
c22316_g4_i3,c22316_g4_i3,c22316_g4,3,navi_HOG3668,80.74,1210,232,1,2973,4181,1210,1,0.0,942
c22316_g4_i5,c22316_g4_i5,c22316_g4,5,navi_HOG3668,80.74,1210,232,1,1299,2507,1210,1,0.0,942
c22317_g1_i1,c22317_g1_i1,c22317_g1,1,navi_HOG4078,76.50,1047,244,2,616,1661,1,1046,5e-162,569
c22317_g1_i2,c22317_g1_i2,c22317_g1,2,navi_HOG4078,77.15,547,123,2,144,689,505,1050,3e-86,316
c22317_g1_i3,c22317_g1_i3,c22317_g1,3,navi_HOG4078,76.50,1047,244,2,595,1640,1,1046,5e-162,569
c22317_g1_i5,c22317_g1_i5,c22317_g1,5,navi_HOG4078,76.50,1051,245,2,695,1744,1,1050,1e-162,571
c22317_g1_i7,c22317_g1_i7,c22317_g1,7,navi_HOG4078,76.50,1051,245,2,727,1776,1,1050,1e-162,571
c22317_g1_i8,c22317_g1_i8,c22317_g1,8,navi_HOG4078,76.50,1047,244,2,695,1740,1,1046,5e-162,569
c22321_g4_i1,c22321_g4_i1,c22321_g4,1,navi_HOG4237,85.01,987,143,5,281,1264,5,989,0.0,998
c22321_g4_i2,c22321_g4_i2,c22321_g4,2,navi_HOG4237,84.92,988,143,6,3250,4234,5,989,0.0,994
c22321_g4_i3,c22321_g4_i3,c22321_g4,3,navi_HOG4237,84.63,436,65,2,3250,3684,5,439,1e-120,433
c22321_g4_i5,c22321_g4_i5,c22321_g4,5,navi_HOG4237,85.38,595,85,2,3250,3843,5,598,1e-175,616
c22321_g4_i6,c22321_g4_i6,c22321_g4,6,navi_HOG4237,83.53,1008,140,19,3250,4254,5,989,0.0,918
c22324_g1_i1,c22324_g1_i1,c22324_g1,1,navi_HOG3835,84.94,631,89,3,797,1424,3871,4498,0.0,634
c22324_g1_i2,c22324_g1_i2,c22324_g1,2,navi_HOG3835,83.51,643,88,9,797,1436,3871,4498,1e-166,584
c22324_g6_i1,c22324_g6_i1,c22324_g6,1,navi_HOG3835,81.91,2167,373,14,1530,3685,972,3130,0.0,1812
c22324_g6_i3,c22324_g6_i3,c22324_g6,3,navi_HOG3835,81.93,2169,373,14,922,3079,970,3130,0.0,1816
c22324_g6_i4,c22324_g6_i4,c22324_g6,4,navi_HOG3835,81.91,2167,373,14,579,2734,972,3130,0.0,1812
c22324_g6_i6,c22324_g6_i6,c22324_g6,6,navi_HOG3835,82.22,2064,359,7,1891,3953,1074,3130,0.0,1772
c22324_g6_i7,c22324_g6_i7,c22324_g6,7,navi_HOG3835,82.14,2206,374,15,376,2570,934,3130,0.0,1873
c22324_g6_i8,c22324_g6_i8,c22324_g6,8,navi_HOG3835,81.93,2169,373,14,1828,3985,970,3130,0.0,1816
c22324_g6_i9,c22324_g6_i9,c22324_g6,9,navi_HOG3835,82.14,2206,374,15,327,2521,934,3130,0.0,1873
c22324_g11_i1,c22324_g11_i1,c22324_g11,1,navi_HOG6075,79.35,1070,215,6,325,1391,1555,2621,0.0,747
c22324_g11_i2,c22324_g11_i2,c22324_g11,2,navi_HOG6075,79.35,1070,215,6,317,1383,1555,2621,0.0,747
c22324_g11_i3,c22324_g11_i3,c22324_g11,3,navi_HOG6075,91.30,138,12,0,64,201,2484,2621,1e-48,189
c22324_g11_i4,c22324_g11_i4,c22324_g11,4,navi_HOG6075,79.35,1070,215,6,217,1283,1555,2621,0.0,747
c22330_g1_i1,c22330_g1_i1,c22330_g1,1,navi_HOG5718,73.24,1913,443,56,1336,3203,2894,1006,2e-180,632
c22330_g1_i2,c22330_g1_i2,c22330_g1,2,navi_HOG5718,73.34,1808,413,56,176,1938,2789,1006,3e-172,604
c22330_g1_i3,c22330_g1_i3,c22330_g1,3,navi_HOG5718,73.34,1808,413,56,175,1937,2789,1006,2e-172,604
c22330_g1_i4,c22330_g1_i4,c22330_g1,4,navi_HOG5718,75.13,2815,606,68,175,2921,2789,1,0.0,1234
c22334_g1_i1,c22334_g1_i1,c22334_g1,1,navi_HOG6452,78.17,1214,250,10,536,1743,1236,32,0.0,760
c22334_g1_i1,c22334_g1_i1,c22334_g1,1,navi_HOG6452,94.51,164,9,0,308,471,1398,1235,5e-67,254
c22334_g1_i5,c22334_g1_i5,c22334_g1,5,navi_HOG6452,77.87,1062,228,5,1400,2459,1088,32,0.0,652
c22334_g1_i5,c22334_g1_i5,c22334_g1,5,navi_HOG6452,94.74,190,10,0,1229,1418,1424,1235,1e-79,296
c22334_g1_i7,c22334_g1_i7,c22334_g1,7,navi_HOG6452,77.81,1041,224,5,158,1196,1067,32,0.0,636
c22334_g1_i9,c22334_g1_i9,c22334_g1,9,navi_HOG6452,78.17,1214,250,10,1251,2458,1236,32,0.0,760
c22334_g1_i10,c22334_g1_i10,c22334_g1,10,navi_HOG6452,94.51,164,9,0,308,471,1398,1235,3e-67,254
c22334_g1_i11,c22334_g1_i11,c22334_g1,11,navi_HOG6452,77.87,1062,228,5,1399,2458,1088,32,0.0,652
c22334_g1_i11,c22334_g1_i11,c22334_g1,11,navi_HOG6452,94.74,190,10,0,1228,1417,1424,1235,1e-79,296
c22336_g1_i1,c22336_g1_i1,c22336_g1,1,navi_HOG3037,80.34,1582,303,7,567,2144,1578,1,0.0,1192
c22336_g1_i2,c22336_g1_i2,c22336_g1,2,navi_HOG3037,80.10,1558,302,7,567,2120,1578,25,0.0,1153
c22336_g1_i4,c22336_g1_i4,c22336_g1,4,navi_HOG3037,80.10,1558,302,7,567,2120,1578,25,0.0,1153
c22336_g1_i5,c22336_g1_i5,c22336_g1,5,navi_HOG3037,80.10,1558,302,7,567,2120,1578,25,0.0,1153
c22336_g1_i6,c22336_g1_i6,c22336_g1,6,navi_HOG3037,80.10,1558,302,7,567,2120,1578,25,0.0,1153
c22336_g1_i7,c22336_g1_i7,c22336_g1,7,navi_HOG3037,80.10,1558,302,7,567,2120,1578,25,0.0,1153
c22336_g1_i8,c22336_g1_i8,c22336_g1,8,navi_HOG3037,80.06,1555,302,7,567,2117,1578,28,0.0,1147
c22336_g1_i11,c22336_g1_i11,c22336_g1,11,navi_HOG3037,80.10,1558,302,7,567,2120,1578,25,0.0,1153
